번호,개방서비스명,개방서비스아이디,개방자치단체코드,관리번호,인허가일자,인허가취소일자,영업상태구분코드,영업상태명,상세영업상태코드,상세영업상태명,폐업일자,휴업시작일자,휴업종료일자,재개업일자,소재지전화,소재지면적,소재지우편번호,소재지전체주소,도로명전체주소,도로명우편번호,사업장명,최종수정시점,데이터갱신구분,데이터갱신일자,업태구분명,좌표정보x(epsg5174),좌표정보y(epsg5174),위생업태명,건물지상층수,건물지하층수,사용시작지상층,사용끝지상층,사용시작지하층,사용끝지하층,한실수,양실수,조건부허가신고사유,조건부허가시작일자,조건부허가종료일자,건물소유구분명,여성종사자수,남성종사자수,다중이용업소여부
1980,숙박업,03_11_03_P,3390000,3390000-201-2003-00014,2003-05-22,,1,영업/정상,1,영업,,,,,051 944 5758,296.4,617-808,부산광역시 사상구 괘법동 525-11번지,부산광역시 사상구 광장로37번길 50 (괘법동),46963,동남장,2019-08-23 15:25,U,2019-08-25 2:40,여관업,380437.8665,186903.8957,여관업,4,0,2,3,0,0,0,14,,,,,,,N
1981,숙박업,03_11_03_P,3390000,3390000-201-2000-00026,1993-07-14,,1,영업/정상,1,영업,,,,,,80.8,617-815,부산광역시 사상구 덕포동 419-1,"부산광역시 사상구 사상로319번길 33, 2,3층 (덕포동)",46948,만복여관,2022-09-01 13:36,U,2022-09-03 2:40,여관업,380475.3173,187791.7543,여관업,3,0,2,3,0,0,0,12,,,,,,,N
1982,숙박업,03_11_03_P,3390000,3390000-201-2001-00030,1989-04-17,,1,영업/정상,1,영업,,,,,051 3269333,343.04,617-808,부산광역시 사상구 괘법동 516-66번지,부산광역시 사상구 낙동대로1210번길 81-6 (괘법동),46963,옥돌별장,2018-03-15 17:16,I,2018-08-31 23:59,여관업,380440.2902,187144.7969,여관업,4,0,1,4,0,0,0,17,,,,,,,N
1983,숙박업,03_11_03_P,3390000,3390000-201-2001-00044,1980-07-26,,1,영업/정상,1,영업,,,,,051 3159258,129.84,617-839,부산광역시 사상구 주례동 687-2,부산광역시 사상구 사상로 39-1 (주례동),47001,초원장,2023-01-05 18:00,U,2023-01-07 2:40,여관업,381777.4902,185497.6066,여관업,0,0,2,3,0,0,0,12,,,,,0,0,N
1984,숙박업,03_11_03_P,3390000,3390000-201-2002-00054,2002-12-10,,1,영업/정상,1,영업,,,,,051 3156415,1463.1,617-808,부산광역시 사상구 괘법동 527-37,부산광역시 사상구 사상로211번길 56 (괘법동),46970,넘버25호텔(No.25 HOTEL),2024-09-13 16:43,U,2024-09-15 2:40,숙박업 기타,380393.4769,186801.1729,숙박업 기타,7,0,1,6,0,0,0,35,,,,,0,0,N
1985,숙박업,03_11_03_P,3390000,3390000-201-2003-00031,2003-12-24,,1,영업/정상,1,영업,,,,,051 326 9757,148.76,617-806,부산광역시 사상구 괘법동 270-2,부산광역시 사상구 광장로81번길 76 (괘법동),46964,강남여인숙,2024-01-04 10:34,U,2024-01-06 2:40,여인숙업,380676.6445,186977.4377,여인숙업,3,0,2,2,0,0,8,0,,,,자가,,,N
1986,숙박업,03_11_03_P,3390000,3390000-201-2000-00040,1981-07-08,,1,영업/정상,1,영업,,,,,051 3158543,160.81,617-833,부산광역시 사상구 주례동 74-22,부산광역시 사상구 냉정로 116 (주례동),47009,미니호텔,2023-03-13 13:58,U,2023-03-15 2:40,여관업,383331.8975,185205.3454,여관업,3,0,3,3,0,0,0,15,,,,,0,0,N
1987,숙박업,03_11_03_P,3390000,3390000-201-2002-00072,2002-04-01,,1,영업/정상,1,영업,,,,,051 3127471,1958.3,617-831,부산광역시 사상구 엄궁동 385-2번지,부산광역시 사상구 낙동대로 753-19 (엄궁동),47032,호텔 프랜치코드,2018-03-29 15:43,I,2018-08-31 23:59,숙박업 기타,379370.2341,182832.4661,숙박업 기타,8,0,1,7,0,0,4,38,,,,,,,N
1988,숙박업,03_11_03_P,3390000,3390000-201-2004-00001,2004-02-07,,1,영업/정상,1,영업,,,,,051 321 2391,1714.23,617-809,부산광역시 사상구 괘법동 566-6,부산광역시 사상구 새벽로223번길 83 (괘법동),46971,브라운도트사상르네시떼점,2025-07-04 10:01,U,2025-07-06 2:40,숙박업 기타,380296.3848,186498.6047,숙박업 기타,7,0,1,6,0,0,0,35,,,,,0,0,N
1989,숙박업,03_11_03_P,3390000,3390000-201-1980-00841,1980-09-13,,1,영업/정상,1,영업,,,,,051 3018307,174.9,617-816,부산광역시 사상구 덕포동 421-5,부산광역시 사상구 사상로309번길 7 (덕포동),46950,성림장,2023-01-19 17:49,U,2023-01-21 2:40,여관업,380569.8287,187695.1461,여관업,3,0,2,3,0,0,0,16,,,,,0,0,N
1990,숙박업,03_11_03_P,3390000,3390000-201-1990-00001,1990-03-06,,1,영업/정상,1,영업,,,,,051 3239709,318.6,617-808,부산광역시 사상구 괘법동 526-4번지,부산광역시 사상구 사상로223번길 7 (괘법동),46963,한성장,2018-07-05 11:27,I,2018-08-31 23:59,여관업,380561.4534,186844.2619,여관업,3,0,1,3,0,0,0,14,,,,,,,N
1991,숙박업,03_11_03_P,3390000,3390000-201-2002-00075,1985-11-19,,1,영업/정상,1,영업,,,,,051 324 3703,259.2,617-829,부산광역시 사상구 엄궁동 353-1,부산광역시 사상구 낙동대로 734 (엄궁동),47042,빅토리아모텔,2025-10-24 17:17,U,2025-10-26 2:40,숙박업 기타,379413.4334,182610.0889,숙박업 기타,4,0,1,4,0,0,0,27,,,,,,,N
1992,숙박업,03_11_03_P,3390000,3390000-201-1996-00420,1980-05-16,,1,영업/정상,1,영업,,,,,051 321 2002,150.16,617-809,부산광역시 사상구 괘법동 581-7번지,부산광역시 사상구 새벽로202번길 6 (괘법동),46973,에메랄드,2018-05-28 13:37,I,2018-08-31 23:59,숙박업 기타,380735.5344,186216.2336,숙박업 기타,3,0,0,0,0,0,0,18,,,,,,,N
1993,숙박업,03_11_03_P,3390000,3390000-201-2003-00029,2003-11-12,,1,영업/정상,1,영업,,,,,051 3280660,423.28,617-808,부산광역시 사상구 괘법동 525-36번지,부산광역시 사상구 광장로37번길 46 (괘법동),46963,송림장여관,2018-06-15 10:54,I,2018-08-31 23:59,여관업,380439.2579,186891.5922,여관업,4,1,1,4,0,0,1,14,,,,자가,,,N
1994,숙박업,03_11_03_P,3390000,3390000-201-2002-00024,1980-04-09,,1,영업/정상,1,영업,,,,,051 3178875,297.52,617-807,부산광역시 사상구 괘법동 555-26번지,부산광역시 사상구 사상로 153 (괘법동),46974,미림장,2018-03-29 15:40,I,2018-08-31 23:59,여관업,380983.7697,186277.2017,여관업,3,0,2,3,0,0,0,16,,,,,,,N
1995,숙박업,03_11_03_P,3390000,3390000-201-2001-00026,1985-08-30,,1,영업/정상,1,영업,,,,,051 3156655,102.8,617-809,부산광역시 사상구 괘법동 581-11,부산광역시 사상구 새벽로202번길 22 (괘법동),46973,금강,2020-10-29 16:06,U,2020-10-31 2:40,숙박업 기타,380810.6999,186203.5889,숙박업 기타,4,0,2,3,0,0,0,14,,,,,,,N
1996,숙박업,03_11_03_P,3390000,3390000-201-2003-00015,2003-06-05,,1,영업/정상,1,영업,,,,,051 3177337,1778.4,617-808,부산광역시 사상구 괘법동 526-19,부산광역시 사상구 사상로211번길 28 (괘법동),46963,나무늘보 호텔,2022-02-28 16:06,U,2022-03-02 2:40,숙박업 기타,380535.5401,186780.84,숙박업 기타,7,0,1,6,0,0,0,39,,,,,,,N
1997,숙박업,03_11_03_P,3390000,3390000-201-2002-00003,2002-01-05,,1,영업/정상,1,영업,,,,,513289308,1824.3,617-809,부산광역시 사상구 괘법동 564-34,부산광역시 사상구 새벽로223번길 40 (괘법동),46972,르이데아호텔,2025-01-22 17:47,U,2025-01-24 2:40,숙박업 기타,380523.4645,186508.3648,숙박업 기타,7,0,1,6,0,0,0,40,,,,,0,0,N
1998,숙박업,03_11_03_P,3390000,3390000-201-2002-00016,1980-04-23,,1,영업/정상,1,영업,,,,,051 3020676,96.95,617-814,부산광역시 사상구 덕포동 404-4,부산광역시 사상구 사상로 338 (덕포동),46945,록수여관,2020-07-02 10:27,U,2020-07-04 2:40,여관업,380710.652,187969.1738,여관업,3,0,2,3,0,0,0,13,,,,,,,N
1999,숙박업,03_11_03_P,3390000,3390000-201-2017-00002,2017-08-11,,1,영업/정상,1,영업,,,,,051 325 3320,402.45,617-806,부산광역시 사상구 괘법동 272-22 2~4층,"부산광역시 사상구 광장로81번길 51, 2~4층 (괘법동)",46964,M타이모텔,2022-03-17 14:41,U,2022-03-19 2:40,여관업,380706.6688,186854.7906,여관업,4,1,2,4,0,0,10,5,,,,,,,N
2000,숙박업,03_11_03_P,3390000,3390000-201-1988-00786,1988-05-11,,1,영업/정상,1,영업,,,,,051 3264333,171.02,617-808,부산광역시 사상구 괘법동 516-23,부산광역시 사상구 낙동대로1210번길 81-8 (괘법동),46963,성일장,2025-06-05 10:50,U,2025-06-08 2:40,여관업,380448.0468,187161.7431,여관업,3,0,1,3,0,0,0,17,,,,,,,N
2001,숙박업,03_11_03_P,3390000,3390000-201-2001-00020,1988-12-19,,1,영업/정상,1,영업,,,,,051 3122335,456,617-806,부산광역시 사상구 괘법동 271-29,부산광역시 사상구 사상로 232-6 (괘법동),46964,1RUA(일루아),2020-09-22 14:16,U,2020-09-24 2:40,여관업,380634.2692,186964.2563,여관업,4,0,1,3,0,0,0,20,,,,,,,N
2002,숙박업,03_11_03_P,3390000,3390000-201-2003-00018,2003-06-21,,1,영업/정상,1,영업,,,,,051 3139100,1844.4,617-804,부산광역시 사상구 감전동 167-36,부산광역시 사상구 낙동대로1048번길 12 (감전동),46990,브라운도트(사상낙동대로점),2025-06-26 11:14,U,2025-06-28 2:40,숙박업 기타,379805.4249,185575.1435,숙박업 기타,7,0,1,6,0,0,1,39,,,,,,,N
2003,숙박업,03_11_03_P,3390000,3390000-201-2003-00021,2003-08-28,,1,영업/정상,1,영업,,,,,051 314 0300,2063.1,617-801,부산광역시 사상구 감전동 155-24,부산광역시 사상구 대동로 276 (감전동),46986,호텔프리마,2024-01-23 11:35,U,2024-01-25 2:40,숙박업 기타,380958.2305,185444.4319,숙박업 기타,8,0,1,7,0,0,0,43,,,,,0,0,N
2004,숙박업,03_11_03_P,3390000,3390000-201-2003-00013,2003-04-10,,1,영업/정상,1,영업,,,,,051 3135582,1411.9,617-807,부산광역시 사상구 괘법동 544-9,부산광역시 사상구 광장로87번길 16 (괘법동),46967,에스(S)모텔,2021-08-17 10:59,U,2021-08-19 2:40,숙박업 기타,380868.8503,186708.6876,숙박업 기타,8,0,1,6,0,0,1,31,,,,자가,,,N
2005,숙박업,03_11_03_P,3390000,3390000-201-2003-00017,2003-06-12,,1,영업/정상,1,영업,,,,,051 3012981,1840,617-823,부산광역시 사상구 모라동 724-3,부산광역시 사상구 사상로426번길 10 (모라동),46925,모라스테이,2022-09-30 13:53,U,2022-10-02 2:40,숙박업 기타,380897.4055,188815.3756,숙박업 기타,8,0,1,7,0,0,2,40,,,,,,,N
2006,숙박업,03_11_03_P,3390000,3390000-201-2002-00011,1984-07-31,,1,영업/정상,1,영업,,,,,051 3029302,104.9,617-827,부산광역시 사상구 삼락동 417-4,부산광역시 사상구 삼락천로 42 (삼락동),46914,썬드림,2024-01-23 14:56,U,2024-01-25 2:40,숙박업 기타,380241.4623,187579.648,숙박업 기타,0,0,0,0,0,0,12,0,,,,,,,N
2007,숙박업,03_11_03_P,3390000,3390000-201-1984-00849,1984-10-04,,1,영업/정상,1,영업,,,,,051 3225021,182.56,617-801,부산광역시 사상구 감전동 136-36,부산광역시 사상구 학감대로 266-1 (감전동),46985,청수장,2023-12-27 14:26,U,2023-12-29 2:40,여관업,381362.9436,185746.814,여관업,3,0,0,0,0,0,0,26,,,,,,,N
2008,숙박업,03_11_03_P,3390000,3390000-201-2003-00016,2003-07-03,,1,영업/정상,1,영업,,,,,051 3045533,1431.5,617-825,부산광역시 사상구 삼락동 99-8,부산광역시 사상구 낙동대로 1454 (삼락동),46904,고요한호텔,2025-05-30 10:35,U,2025-06-01 2:40,숙박업 기타,380275.5918,189587.479,숙박업 기타,8,0,1,6,0,0,4,31,,,,,,,N
2009,숙박업,03_11_03_P,3390000,3390000-201-2005-00001,2005-01-28,,1,영업/정상,1,영업,,,,,051 3257111,1499.61,617-800,부산광역시 사상구 감전동 142-3,부산광역시 사상구 새벽로 144 (감전동),46987,MU(엠유)호텔,2025-10-16 15:10,U,2025-10-18 2:40,숙박업 기타,380631.1025,185652.0939,숙박업 기타,7,1,1,6,0,0,0,36,,,,자가,0,0,N
2010,숙박업,03_11_03_P,3390000,3390000-201-2002-00006,1990-02-07,,1,영업/정상,1,영업,,,,,051 3014079,104.8,617-825,부산광역시 사상구 삼락동 50-9번지,부산광역시 사상구 삼락천로 331-1 (삼락동),46901,유림장,2018-04-04 9:39,I,2018-08-31 23:59,여관업,380961.3254,190316.0281,여관업,3,0,2,3,0,0,14,0,,,,,,,N
2011,숙박업,03_11_03_P,3390000,3390000-201-2002-00021,1977-12-10,,1,영업/정상,1,영업,,,,,051 3163655,70.52,617-807,부산광역시 사상구 괘법동 555-19,부산광역시 사상구 사상로 153-12 (괘법동),46974,아리스여관,2022-03-21 10:21,U,2022-03-23 2:40,여관업,380956.5076,186242.6593,여관업,3,0,1,2,0,0,0,13,,,,,,,N
2012,숙박업,03_11_03_P,3390000,3390000-201-2003-00020,2003-08-20,,1,영업/정상,1,영업,,,,,051 321 0017,1317.8,617-806,부산광역시 사상구 괘법동 270-12,부산광역시 사상구 광장로81번길 72 (괘법동),46964,호텔야자 사상터미널점,2025-09-18 16:26,U,2025-09-20 2:40,숙박업 기타,380701.3609,186959.6936,숙박업 기타,6,0,1,6,0,0,0,35,,,,,0,0,Y
2013,숙박업,03_11_03_P,3390000,3390000-201-2002-00046,2002-01-30,,1,영업/정상,1,영업,,,,,051 3171808,708.6,617-807,부산광역시 사상구 괘법동 543-18,부산광역시 사상구 광장로93번길 6 (괘법동),46967,W모텔,2021-12-07 10:22,U,2021-12-09 2:40,숙박업 기타,380948.7391,186677.01,숙박업 기타,5,0,1,5,0,0,1,19,,,,,,,N
2014,숙박업,03_11_03_P,3390000,3390000-201-2002-00008,1988-12-07,,1,영업/정상,1,영업,,,,,051 3016227,631.02,617-825,부산광역시 사상구 삼락동 52-1번지,부산광역시 사상구 낙동대로 1542 (삼락동),46901,호텔 더 메이(HOTEL THE MAY),2018-03-15 17:22,I,2018-08-31 23:59,숙박업 기타,380817.6245,190249.7189,숙박업 기타,0,0,3,5,0,0,0,27,,,,,,,N
2015,숙박업,03_11_03_P,3390000,3390000-201-1989-00472,1989-11-28,,1,영업/정상,1,영업,,,,,051 3280071,381.36,617-806,부산광역시 사상구 괘법동 272-7,부산광역시 사상구 사상로212번길 5-8 (괘법동),46964,온정장,2021-11-26 11:59,U,2021-11-28 2:40,여관업,380695.1385,186839.6926,여관업,4,0,2,4,0,0,0,16,,,,,,,N
2016,숙박업,03_11_03_P,3390000,3390000-201-1979-00354,1979-01-26,,1,영업/정상,1,영업,,,,,051 3140383,59.25,617-807,부산광역시 사상구 괘법동 547-12,부산광역시 사상구 광장로86번길 6-5 (괘법동),46975,스타빌,2024-07-12 9:40,U,2024-07-14 2:40,여관업,380886.0337,186490.8058,여관업,2,0,1,2,0,0,0,12,,,,,0,0,N
2017,숙박업,03_11_03_P,3390000,3390000-201-1999-00366,1971-08-15,,1,영업/정상,1,영업,,,,,051 3162846,140.4,617-806,부산광역시 사상구 괘법동 266-13번지,부산광역시 사상구 광장로81번길 96 (괘법동),46964,제일여인숙,2018-03-29 15:37,I,2018-08-31 23:59,여인숙업,380679.1408,187049.7382,여인숙업,2,0,0,0,0,0,0,8,,,,,,,N
2018,숙박업,03_11_03_P,3390000,3390000-201-2015-00001,2015-10-01,,1,영업/정상,1,영업,,,,,,301.62,617-808,부산광역시 사상구 괘법동 524-4번지 2~3층,"부산광역시 사상구 사상로243번길 9, 2~3층 (괘법동)",46963,크라운별장,2018-07-05 11:29,I,2018-08-31 23:59,숙박업 기타,,,숙박업 기타,3,1,2,3,0,0,0,16,,,,,,,N
2019,숙박업,03_11_03_P,3390000,3390000-201-2002-00035,1989-07-05,,1,영업/정상,1,영업,,,,,051 3249871,471.89,617-807,부산광역시 사상구 괘법동 547-11번지,부산광역시 사상구 광장로86번길 6-7 (괘법동),46975,그린텔,2018-03-29 15:41,I,2018-08-31 23:59,여관업,380873.2245,186488.9249,여관업,5,0,1,4,0,0,0,20,,,,,,,N
2020,숙박업,03_11_03_P,3390000,3390000-201-2003-00001,1988-09-23,,1,영업/정상,1,영업,,,,,051 317 8652,0,617-806,부산광역시 사상구 괘법동 273-21,부산광역시 사상구 사상로212번길 21 (괘법동),46964,블랙모텔,2023-09-05 8:09,U,2023-09-07 2:40,숙박업 기타,380777.0785,186845.9668,숙박업 기타,0,0,1,4,0,0,0,18,,,,,0,0,N
2021,숙박업,03_11_03_P,3390000,3390000-201-1998-00482,1987-08-13,,1,영업/정상,1,영업,,,,,051 3283443,204.4,617-806,부산광역시 사상구 괘법동 272-21,부산광역시 사상구 사상로224번길 6 (괘법동),46964,천일장,2021-06-28 9:12,U,2021-06-30 2:40,여관업,380663.2588,186893.5495,여관업,4,0,2,4,0,0,0,18,,,,,,,N
2022,숙박업,03_11_03_P,3390000,3390000-201-2003-00002,1980-03-21,,1,영업/정상,1,영업,,,,,051 323 4321,99,617-806,부산광역시 사상구 괘법동 271-17 태양,부산광역시 사상구 사상로238번길 10 (괘법동),46964,청수장,2022-03-23 17:06,U,2022-03-25 2:40,여관업,380630.9168,186997.7681,여관업,3,0,2,3,0,0,0,16,,,,,,,N
2023,숙박업,03_11_03_P,3390000,3390000-201-1987-00779,1985-07-16,,1,영업/정상,1,영업,,,,,051 3160460,105.6,617-809,부산광역시 사상구 괘법동 584-18,부산광역시 사상구 사상로161번길 40 (괘법동),46974,나이스빌,2022-06-10 14:55,U,2022-06-12 2:40,여관업,380881.4994,186152.6856,여관업,3,0,2,3,0,0,0,13,,,,,,,N
2024,숙박업,03_11_03_P,3390000,3390000-201-2003-00028,2003-10-31,,1,영업/정상,1,영업,,,,,051 3177090,1197.7,617-838,부산광역시 사상구 주례동 1162-71,부산광역시 사상구 가야대로 262-9 (주례동),47012,플라워모텔,2025-11-25 13:32,U,2025-11-27 2:40,숙박업 기타,382325.112,185252.7942,숙박업 기타,5,0,1,5,0,0,0,29,,,,자가,0,0,N
2025,숙박업,03_11_03_P,3390000,3390000-201-2003-00019,2003-08-20,,1,영업/정상,1,영업,,,,,051 302 2180,1767.3,617-825,부산광역시 사상구 삼락동 353-2,부산광역시 사상구 낙동대로 1406 (삼락동),46907,아리엘 호텔,2022-04-26 16:54,U,2022-04-28 2:40,일반호텔,380047.6426,189164.7533,일반호텔,9,1,1,8,0,0,2,41,,,,,0,0,N
2026,숙박업,03_11_03_P,3390000,3390000-201-2002-00067,2002-10-17,,1,영업/정상,1,영업,,,,,051 3211997,1617.4,617-804,부산광역시 사상구 감전동 166-4,부산광역시 사상구 낙동대로1048번길 38 (감전동),46990,1954호텔,2021-04-15 9:42,U,2021-04-17 2:40,숙박업 기타,379927.4801,185541.4458,숙박업 기타,7,0,1,6,0,0,1,34,,,,,,,N
2027,숙박업,03_11_03_P,3390000,3390000-201-2001-00039,1982-02-17,,1,영업/정상,1,영업,,,,,051 3116342,111.52,617-800,부산광역시 사상구 감전동 105-12번지,부산광역시 사상구 사상로161번길 55-1 (감전동),46982,별장여관,2018-03-29 15:39,I,2018-08-31 23:59,여관업,380890.7779,186072.7317,여관업,3,0,1,3,0,0,0,14,,,,,,,N
2028,숙박업,03_11_03_P,3390000,3390000-201-1995-00003,1984-12-03,,1,영업/정상,1,영업,,,,,051 3230942,399.12,617-803,부산광역시 사상구 감전동 144-20,부산광역시 사상구 새벽시장로64번길 4 (감전동),46989,경남장,2021-12-24 10:51,U,2021-12-26 2:40,여관업,380402.7721,185757.3083,여관업,3,0,2,3,0,0,0,18,,,,,,,N
2029,숙박업,03_11_03_P,3390000,3390000-201-2003-00005,1987-10-26,,1,영업/정상,1,영업,,,,,051 3264738,207.93,617-807,부산광역시 사상구 괘법동 547-14번지,부산광역시 사상구 광장로86번길 6 (괘법동),46975,황금장,2019-01-23 10:41,U,2019-01-25 2:40,여관업,380900.6208,186503.1506,여관업,4,0,2,4,0,0,0,20,,,,,,,N
2030,숙박업,03_11_03_P,3390000,3390000-201-2002-00048,2002-06-30,,1,영업/정상,1,영업,,,,,051 3139133,1345.5,617-808,부산광역시 사상구 괘법동 527-38,부산광역시 사상구 사상로211번길 52 (괘법동),46970,투헤븐,2024-01-02 17:50,U,2024-01-04 2:40,숙박업 기타,380410.0771,186799.0429,숙박업 기타,8,0,1,7,0,0,0,36,,,,,0,0,N
2031,숙박업,03_11_03_P,3390000,3390000-201-1998-00486,1971-05-17,,1,영업/정상,1,영업,,,,,051 3236025,56.7,617-808,부산광역시 사상구 괘법동 523-3번지,부산광역시 사상구 낙동대로1210번길 82 (괘법동),46963,은화여인숙,2018-07-05 16:16,I,2018-08-31 23:59,여인숙업,380424.1424,187106.87,여인숙업,1,0,0,0,0,0,0,9,,,,,,,N
2032,숙박업,03_11_03_P,3390000,3390000-201-2000-00036,2000-01-05,,1,영업/정상,1,영업,,,,,051 3263364,74.35,617-800,부산광역시 사상구 감전동 104-40번지,부산광역시 사상구 사상로161번길 45 (감전동),46982,미성장,2018-07-05 16:12,I,2018-08-31 23:59,여관업,380906.1681,186124.2994,여관업,3,0,0,0,0,0,0,13,,,,,,,N
2033,숙박업,03_11_03_P,3390000,3390000-201-2002-00029,1984-10-11,,1,영업/정상,1,영업,,,,,051 3239999,81.84,617-806,부산광역시 사상구 괘법동 271-11,부산광역시 사상구 광장로81번길 75 (괘법동),46964,화성장,2024-12-31 10:09,U,2025-01-03 2:40,여관업,380659.0815,186964.4349,여관업,3,0,0,0,0,0,0,10,,,,,0,0,N
2034,숙박업,03_11_03_P,3390000,3390000-201-1999-00364,1990-06-22,,1,영업/정상,1,영업,,,,,051 3223844,190.42,617-800,부산광역시 사상구 감전동 104-30번지,부산광역시 사상구 새벽로194번길 53-11 (감전동),46982,금호빌장,2018-09-06 13:38,U,2018-09-06 23:59,여관업,380948.3227,186162.4133,여관업,3,0,2,3,0,0,0,10,,,,,,,N
2035,숙박업,03_11_03_P,3390000,3390000-201-2002-00057,1979-12-24,,1,영업/정상,1,영업,,,,,051 3250958,94.64,617-802,부산광역시 사상구 감전동 130-13,부산광역시 사상구 새벽로167번길 5-4 (감전동),46980,동양여관,2025-10-20 15:07,U,2025-10-23 2:40,여관업,380599.4948,185886.9124,여관업,3,0,0,0,0,0,0,15,,,,,0,0,N
2036,숙박업,03_11_03_P,3390000,3390000-201-1984-00848,1984-07-05,,1,영업/정상,1,영업,,,,,051 3282573,131.2,617-807,부산광역시 사상구 괘법동 552-14번지,부산광역시 사상구 사상로 154 (괘법동),46975,대림,2018-03-15 17:06,I,2018-08-31 23:59,여관업,381010.0078,186307.5682,여관업,0,0,0,0,0,0,0,16,,,,,,,N
